id,branch_code,official_name,display_name,search_group
1943,0538024610,Information Technology,Information Technology,
1944,0538099510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1945,0538199510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1946,0539024610,Information Technology,Information Technology,
1947,0539924610,Information Technology,Information Technology,
1948,0539992110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
1949,0540184410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1950,0543324510,Computer Engineering,Computer Engineering,
1951,0543324610,Information Technology,Information Technology,
1952,0543384410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1953,0543392110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
1954,0544991710,Data Science,Data Science,
1955,0544992110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
1956,0550924510,Computer Engineering,Computer Engineering,
1957,0550924610,Information Technology,Information Technology,
1958,0550937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1959,0550999510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1960,0551319110,Civil Engineering,Civil Engineering,
1961,0551324510,Computer Engineering,Computer Engineering,
1962,0551337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1963,0614624610,Information Technology,Information Technology,
1964,0614650710,Chemical Engineering,Chemical Engineering,
1965,0614661210,Mechanical Engineering,Mechanical Engineering,
1966,0614691210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
1967,0614925310,Internet of Things (IoT),Internet of Things (IoT),
1968,0614984410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1969,0614992110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
1970,0614999510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1971,0617924610,Information Technology,Information Technology,
1972,0620326610,Robotics and Artificial Intelligence,Robotics and Artificial Intelligence,
1973,0620699510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1974,0621784410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1975,0622246510,Technical Textiles,Technical Textiles,
1976,0625019110,Civil Engineering,Civil Engineering,
1977,0625091210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
1978,0626719110,Civil Engineering,Civil Engineering,
1979,0626826210,Computer Science and Business Systems,Computer Science and Business Systems,
1980,0626837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1981,0626850710,Chemical Engineering,Chemical Engineering,
1982,0627099510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1983,0627319110,Civil Engineering,Civil Engineering,
1984,0627391210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
1985,0627392010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,
1986,0627392710,Computer Engineering (Software Engineering),Computer Engineering (Software Engineering),
1987,0627484110,Printing and Packing Technology,Printing and Packing Technology,
1988,0627562410,Mechatronics Engineering,Mechatronics Engineering,
1989,0627892110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
1990,0628246610,Instrumentation Engineering,Instrumentation Engineering,
1991,0628299510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1992,0628300210,Aeronautical Engineering,Aeronautical Engineering,
1993,0628329310,Electrical Engineering,Electrical Engineering,
1994,0628361210,Mechanical Engineering,Mechanical Engineering,
1995,0628424510,Computer Engineering,Computer Engineering,
1996,0628429310,Electrical Engineering,Electrical Engineering,
1997,0628461210,Mechanical Engineering,Mechanical Engineering,
1998,0630399510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1999,0630429310,Electrical Engineering,Electrical Engineering,
2000,0630561210,Mechanical Engineering,Mechanical Engineering,
2001,0631024210,Computer Science and Engineering,Computer Science and Engineering,
2002,0631091310,Computer Science and Engineering (Artificial Intelligence),Computer Science and Engineering (Artificial Intelligence),
2003,0631099510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2004,0631592110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2005,0631784410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2006,0631826310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
2007,0631884410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2008,0631924610,Information Technology,Information Technology,
2009,0632019110,Civil Engineering,Civil Engineering,
2010,0632119110,Civil Engineering,Civil Engineering,
2011,0632161210,Mechanical Engineering,Mechanical Engineering,
2012,0632292110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2013,0640224210,Computer Science and Engineering,Computer Science and Engineering,
2014,0640225910,Mechanical and Mechatronics Engineering (Additive Manufacturing),Mechanical and Mechatronics Engineering (Additive Manufacturing),
2015,0640257310,"Electrical, Electronics and Power","Electrical, Electronics and Power",
2016,0640291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
2017,0644461210,Mechanical Engineering,Mechanical Engineering,
2018,0646884410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2019,0646891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
2020,0662237810,Electronics Engineering ( VLSI Design and Technology),Electronics Engineering ( VLSI Design and Technology),
2021,0662256610,Computer Science,Computer Science,
2022,0671424210,Computer Science and Engineering,Computer Science and Engineering,
2023,0671429310,Electrical Engineering,Electrical Engineering,
2024,0671437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2025,0671461210,Mechanical Engineering,Mechanical Engineering,
2026,0675699510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2027,0675726010,Computer Science and Engineering (Cyber Security),Computer Science and Engineering (Cyber Security),
2028,0675726310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
2029,0675726610,Robotics and Artificial Intelligence,Robotics and Artificial Intelligence,
2030,0675762410,Mechatronics Engineering,Mechatronics Engineering,
2031,0676719110,Civil Engineering,Civil Engineering,
2032,0677119110,Civil Engineering,Civil Engineering,
2033,0677124510,Computer Engineering,Computer Engineering,
2034,0677161210,Mechanical Engineering,Mechanical Engineering,
2035,0678237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2036,0678299510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2037,0679725910,Mechanical and Mechatronics Engineering (Additive Manufacturing),Mechanical and Mechatronics Engineering (Additive Manufacturing),
2038,0687819110,Civil Engineering,Civil Engineering,
2039,0687825910,Mechanical and Mechatronics Engineering (Additive Manufacturing),Mechanical and Mechatronics Engineering (Additive Manufacturing),
2040,0687891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
2041,0687892610,Electrical and Computer Engineering,Electrical and Computer Engineering,
2042,0690184410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2043,0699184410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2044,0699199510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2045,1400550110,Plastic and Polymer Engineering,Plastic and Polymer Engineering,
2046,1600624210,Computer Science and Engineering,Computer Science and Engineering,
2047,1612119110,Civil Engineering,Civil Engineering,
2048,1612124510,Computer Engineering,Computer Engineering,
2049,1612126310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
2050,1612129310,Electrical Engineering,Electrical Engineering,
2051,1612161210,Mechanical Engineering,Mechanical Engineering,
2052,1612624210,Computer Science and Engineering,Computer Science and Engineering,
2053,1612626210,Computer Science and Business Systems,Computer Science and Business Systems,
2054,1612629310,Electrical Engineering,Electrical Engineering,
2055,0250890610,Civil Engineering (Structural Engineering),Civil Engineering (Structural Engineering),
2056,0250890710,Food Engineering,Food Engineering,
2057,0250890810,Mechanical and Automation Engineering,Mechanical and Automation Engineering,
2058,0275824210,Computer Science and Engineering,Computer Science and Engineering,
2059,0275829310,Electrical Engineering,Electrical Engineering,
2060,0275861210,Mechanical Engineering,Mechanical Engineering,
2061,0275899710,Artificial Intelligence,Artificial Intelligence,
2062,0301229310,Electrical Engineering,Electrical Engineering,
2063,0470324210,Computer Science and Engineering,Computer Science and Engineering,
2064,0470329310,Electrical Engineering,Electrical Engineering,
2065,0470370110,Mining Engineering,Mining Engineering,
2066,0470392110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2067,0554524210,Computer Science and Engineering,Computer Science and Engineering,
2068,0554524610,Information Technology,Information Technology,
2069,0554584410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2070,0554591710,Data Science,Data Science,
2071,0614691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
2072,0617519110,Civil Engineering,Civil Engineering,
2073,0301237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2074,0524924510,Computer Engineering,Computer Engineering,
2075,0524929310,Electrical Engineering,Electrical Engineering,
2076,0600737610,Electronics Engineering,Electronics Engineering,
2077,0614119110,Civil Engineering,Civil Engineering,
2078,0621429310,Electrical Engineering,Electrical Engineering,
2079,0628392010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,
2080,0630519110,Civil Engineering,Civil Engineering,
2081,0662519110,Civil Engineering,Civil Engineering,
2082,1400552710,Petro Chemical Engineering,Petro Chemical Engineering,
2083,0112356810,Computer Science and Information Technology,Computer Science and Information Technology,
2084,0112399510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2085,0112684410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2086,0112724210,Computer Science and Engineering,Computer Science and Engineering,
2087,0112799510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2088,0201524510,Computer Engineering,Computer Engineering,
2089,0201537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2090,0201599510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2091,0202050710,Chemical Engineering,Chemical Engineering,
2092,0202060610,Production Engineering,Production Engineering,
2093,0211361210,Mechanical Engineering,Mechanical Engineering,
2094,0213391710,Data Science,Data Science,
2095,0213399710,Artificial Intelligence,Artificial Intelligence,
2096,0218919110,Civil Engineering,Civil Engineering,
2097,0218937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2098,0218992510,Computer Science and Engineering (Artificial Intelligence and Data Science),Computer Science and Engineering (Artificial Intelligence and Data Science),
2099,0225099510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2100,0250824210,Computer Science and Engineering,Computer Science and Engineering,
2101,0250890910,Electronics & Telecommunication Engineering,Electronics & Telecommunication Engineering,
2102,0250891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
2103,0252224610,Information Technology,Information Technology,
2104,0263419110,Civil Engineering,Civil Engineering,
2105,0263424510,Computer Engineering,Computer Engineering,
2106,0263429310,Electrical Engineering,Electrical Engineering,
2107,0263492110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2108,0277019110,Civil Engineering,Civil Engineering,
2109,0277024510,Computer Engineering,Computer Engineering,
2110,0277029310,Electrical Engineering,Electrical Engineering,
2111,0277061210,Mechanical Engineering,Mechanical Engineering,
2112,0277099510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2113,0277124210,Computer Science and Engineering,Computer Science and Engineering,
2114,0277124610,Information Technology,Information Technology,
2115,0277137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2116,0277199510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2117,0277219110,Civil Engineering,Civil Engineering,
2118,0277224510,Computer Engineering,Computer Engineering,
2119,0277237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2120,0277292110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2121,0277724210,Computer Science and Engineering,Computer Science and Engineering,
2122,0277724610,Information Technology,Information Technology,
2123,0277737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2124,0277761210,Mechanical Engineering,Mechanical Engineering,
2125,0277799710,Artificial Intelligence,Artificial Intelligence,
2126,0277924210,Computer Science and Engineering,Computer Science and Engineering,
2127,0277924610,Information Technology,Information Technology,
2128,0277937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2129,0277999510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2130,0303390510,Computer Science and Engineering,Computer Science and Engineering,
2131,0314600210,Aeronautical Engineering,Aeronautical Engineering,
2132,0317626710,Computer Science and Engineering (IoT),Computer Science and Engineering (IoT),
2133,0319226310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
2134,0319724210,Computer Science and Engineering,Computer Science and Engineering,
2135,0321126310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
2136,0321484410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2137,0322399510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2138,0322456810,Computer Science and Information Technology,Computer Science and Information Technology,
2139,0342325810,Civil Engineering with Computer Application,Civil Engineering with Computer Application,
2140,0346592110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2141,0346599510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2142,0347124610,Information Technology,Information Technology,
2143,0347792110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2144,0372324210,Computer Science and Engineering,Computer Science and Engineering,
2145,0372324510,Computer Engineering,Computer Engineering,
2146,0372324610,Information Technology,Information Technology,
2147,0372329310,Electrical Engineering,Electrical Engineering,
2148,0372337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2149,0372399510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2150,0372424510,Computer Engineering,Computer Engineering,
2151,0372424610,Information Technology,Information Technology,
2152,0372490010,Electronics and Computer Science,Electronics and Computer Science,
2153,0372499510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2154,0372524210,Computer Science and Engineering,Computer Science and Engineering,
2155,0372524610,Information Technology,Information Technology,
2156,0372537610,Electronics Engineering,Electronics Engineering,
2157,0372591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
2158,0372624510,Computer Engineering,Computer Engineering,
2159,0372624610,Information Technology,Information Technology,
2160,0372637210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2161,0372699510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2162,0410490010,Electronics and Computer Science,Electronics and Computer Science,
2163,0410491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
2164,0413591210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
2165,0413724610,Information Technology,Information Technology,
2166,0413826010,Computer Science and Engineering (Cyber Security),Computer Science and Engineering (Cyber Security),
2167,0413992510,Computer Science and Engineering (Artificial Intelligence and Data Science),Computer Science and Engineering (Artificial Intelligence and Data Science),
2168,0414324210,Computer Science and Engineering,Computer Science and Engineering,
2169,0414399510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2170,0415124610,Information Technology,Information Technology,
2171,0415192110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2172,0416737610,Electronics Engineering,Electronics Engineering,
2173,0417424210,Computer Science and Engineering,Computer Science and Engineering,
2174,0417426610,Robotics and Artificial Intelligence,Robotics and Artificial Intelligence,
2175,0417599710,Artificial Intelligence,Artificial Intelligence,
2176,0417729310,Electrical Engineering,Electrical Engineering,
2177,0417737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2178,0417799710,Artificial Intelligence,Artificial Intelligence,
2179,0467926310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
2180,0470326010,Computer Science and Engineering (Cyber Security),Computer Science and Engineering (Cyber Security),
2181,0470391210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
2182,0510919110,Civil Engineering,Civil Engineering,
2183,0515184410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2184,0516499510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2185,0517929310,Electrical Engineering,Electrical Engineering,
2186,0522324510,Computer Engineering,Computer Engineering,
2187,0522329310,Electrical Engineering,Electrical Engineering,
2188,0522337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2189,0522361210,Mechanical Engineering,Mechanical Engineering,
2190,0523919110,Civil Engineering,Civil Engineering,
2191,0523961210,Mechanical Engineering,Mechanical Engineering,
2192,0524919110,Civil Engineering,Civil Engineering,
2193,0524961210,Mechanical Engineering,Mechanical Engineering,
2194,0533124610,Information Technology,Information Technology,
2195,0533199510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2196,0536519110,Civil Engineering,Civil Engineering,
2197,0536592110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2198,0538221910,Robotics and Automation,Robotics and Automation,
2199,0538292110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2200,0539524510,Computer Engineering,Computer Engineering,
2201,0539537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2202,0539561210,Mechanical Engineering,Mechanical Engineering,
2203,0540191610,Automation and Robotics,Automation and Robotics,
2204,0541424510,Computer Engineering,Computer Engineering,
2205,0541426310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
2206,0541429310,Electrical Engineering,Electrical Engineering,
2207,0541461210,Mechanical Engineering,Mechanical Engineering,
2208,0559724510,Computer Engineering,Computer Engineering,
2209,0559724610,Information Technology,Information Technology,
2210,0559737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2211,0559799710,Artificial Intelligence,Artificial Intelligence,
2212,0614929310,Electrical Engineering,Electrical Engineering,
2213,0626592110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2214,0626825210,Cyber Security,Cyber Security,
2215,0626829310,Electrical Engineering,Electrical Engineering,
2216,0627592110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2217,0629399510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2218,0631084410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2219,0631326310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
2220,0646724210,Computer Science and Engineering,Computer Science and Engineering,
2221,0646724610,Information Technology,Information Technology,
2222,0646729310,Electrical Engineering,Electrical Engineering,
2223,0646737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2224,0660984410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2225,0662826310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
2226,0663299510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2227,0664326310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
2228,0671524510,Computer Engineering,Computer Engineering,
2229,0671529310,Electrical Engineering,Electrical Engineering,
2230,0671561210,Mechanical Engineering,Mechanical Engineering,
2231,0676626310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
2232,0676724610,Information Technology,Information Technology,
2233,0679792210,Civil and Environmental Engineering,Civil and Environmental Engineering,
2234,0679792610,Electrical and Computer Engineering,Electrical and Computer Engineering,
2235,0680337910,ELECTRONICS AND COMMUNICATION ENGINEERING (BIO-MEDICAL ENGINEERING),ELECTRONICS AND COMMUNICATION ENGINEERING (BIO-MEDICAL ENGINEERING),
2236,0680391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
2237,0683492110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2238,0690158510,MECHANICAL AND RAIL ENGINEERING,MECHANICAL AND RAIL ENGINEERING,
2239,1635119110,Civil Engineering,Civil Engineering,
2240,1635124210,Computer Science and Engineering,Computer Science and Engineering,
2241,1635137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2242,1635192110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2243,1635224210,Computer Science and Engineering,Computer Science and Engineering,
2244,1635224610,Information Technology,Information Technology,
2245,1635237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2246,1635299510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
2247,1635424510,Computer Engineering,Computer Engineering,
2248,1635424610,Information Technology,Information Technology,
2249,1635437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2250,1635492110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2251,1635524210,Computer Science and Engineering,Computer Science and Engineering,
2252,1635524610,Information Technology,Information Technology,
2253,1635584410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2254,1635592110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2255,1635724510,Computer Engineering,Computer Engineering,
2256,1635724610,Information Technology,Information Technology,
2257,1635737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
2258,1635791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
2259,0250893710,Electrical Engineering,Electrical Engineering,
2260,0525684410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2261,0614925210,Cyber Security,Cyber Security,
2262,0654584410,Electronics and Computer Engineering,Electronics and Computer Engineering,
2263,1600692110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
2264,0211362410,Mechatronics Engineering,Mechatronics Engineering,
2265,0303350710,Chemical Engineering,Chemical Engineering,
2266,0510829310,Electrical Engineering,Electrical Engineering,
2267,0415191210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
2268,0510891610,Automation and Robotics,Automation and Robotics,
2269,0621421910,Robotics and Automation,Robotics and Automation,
2270,0628326610,Robotics and Artificial Intelligence,Robotics and Artificial Intelligence,
